x, y, head, bump, ifr, batt
34, 28, 180.0, 0, 0, 585.7
34, 28, 180.0, 0, 0, 595.7
34, 28, 180.0, 0, 0, 605.7
34, 28, 180.0, 0, 0, 615.7
34, 28, 180.0, 0, 0, 625.7
34, 28, 180.0, 0, 0, 635.7
34, 28, 180.0, 0, 0, 645.7
34, 28, 180.0, 0, 0, 655.7
34, 28, 180.0, 0, 0, 665.7
34, 28, 180.0, 0, 0, 675.7
34, 28, 180.0, 0, 0, 685.7
34, 28, 180.0, 0, 0, 695.7
34, 28, 180.0, 0, 0, 705.7
34, 28, 180.0, 0, 0, 715.7
34, 28, 180.0, 0, 0, 725.7
34, 28, 180.0, 0, 0, 735.7
34, 28, 180.0, 0, 0, 745.7
34, 28, 180.0, 0, 0, 755.7
34, 28, 180.0, 0, 0, 765.7
34, 28, 180.0, 0, 0, 775.7
34, 28, 180.0, 0, 0, 785.7
34, 28, 180.0, 0, 0, 795.7
34, 28, 180.0, 0, 0, 805.7
34, 28, 180.0, 0, 0, 815.7
34, 28, 180.0, 0, 0, 825.7
34, 28, 180.0, 0, 0, 835.7
34, 28, 180.0, 0, 0, 845.7
34, 28, 180.0, 0, 0, 855.7
34, 28, 180.0, 0, 0, 865.7
34, 28, 180.0, 0, 0, 875.7
34, 28, 180.0, 0, 0, 885.7
34, 28, 180.0, 0, 0, 895.7
34, 28, 180.0, 0, 0, 905.7
34, 28, 180.0, 0, 0, 915.7
34, 28, 180.0, 0, 0, 925.7
34, 28, 180.0, 0, 0, 935.7
34, 28, 180.0, 0, 0, 945.7
34, 28, 180.0, 0, 0, 955.7
34, 28, 180.0, 0, 0, 965.7
34, 28, 180.0, 0, 0, 975.7
34, 28, 180.0, 0, 0, 985.7
34, 28, 180.0, 0, 0, 995.7
34, 28, 180.0, 0, 0, 1000.0
33, 28, 180.0, 0, 0, 998.6
32, 28, 180.0, 0, 0, 997.2
31, 28, 180.0, 0, 2, 995.8
31, 28, 180.0, 0, 1, 995.3
31, 28, 180.0, 0, 0, 994.8
32, 28, 0.0, 0, 0, 993.7
32, 28, 90.0, 1, 0, 992.5
31, 28, 180.0, 0, 0, 991.0
31, 27, 270.0, 0, 0, 989.5
32, 27, 0.0, 0, 0, 988.0
32, 28, 90.0, 0, 0, 986.5
32, 28, 90.0, 1, 0, 985.5
31, 28, 180.0, 0, 0, 984.0
30, 28, 180.0, 0, 0, 982.6
30, 27, 270.0, 0, 0, 981.1
30, 26, 270.0, 0, 0, 979.7
31, 26, 0.0, 0, 0, 978.2
32, 26, 0.0, 0, 0, 976.8
32, 27, 90.0, 0, 0, 975.3
32, 28, 90.0, 0, 0, 973.9
31, 28, 180.0, 0, 0, 972.4
30, 28, 180.0, 0, 0, 971.0
29, 28, 180.0, 0, 0, 969.6
29, 27, 270.0, 0, 0, 968.1
29, 26, 270.0, 0, 0, 966.7
29, 25, 270.0, 0, 0, 965.3
30, 25, 0.0, 0, 0, 963.8
31, 25, 0.0, 0, 0, 962.4
32, 25, 0.0, 0, 5, 961.0
32, 25, 90.0, 0, 4, 960.4
32, 25, 90.0, 0, 3, 959.9
32, 25, 90.0, 0, 2, 959.4
32, 25, 90.0, 0, 1, 958.9
32, 25, 90.0, 0, 0, 958.4
32, 26, 90.0, 0, 0, 957.0
32, 27, 90.0, 0, 0, 955.6
32, 28, 90.0, 0, 0, 954.2
31, 28, 180.0, 0, 0, 952.7
30, 28, 180.0, 0, 0, 951.3
29, 28, 180.0, 0, 0, 949.9
29, 27, 270.0, 0, 0, 948.4
29, 26, 270.0, 0, 0, 947.0
29, 25, 270.0, 0, 0, 945.6
29, 24, 270.0, 0, 0, 944.2
30, 24, 0.0, 0, 0, 942.7
31, 24, 0.0, 0, 0, 941.3
32, 24, 0.0, 0, 0, 939.9
33, 24, 0.0, 0, 0, 938.5
33, 25, 90.0, 0, 0, 937.0
33, 26, 90.0, 0, 0, 935.6
33, 27, 90.0, 0, 0, 934.2
33, 28, 90.0, 0, 0, 932.8
32, 28, 180.0, 0, 0, 931.3
31, 28, 180.0, 0, 0, 929.9
30, 28, 180.0, 0, 0, 928.5
29, 28, 180.0, 0, 0, 927.1
29, 27, 270.0, 0, 0, 925.6
29, 26, 270.0, 0, 0, 924.2
29, 25, 270.0, 0, 0, 922.8
29, 24, 270.0, 0, 0, 921.4
29, 23, 285.9, 0, 0, 919.8
29, 22, 285.9, 0, 0, 918.4
29, 21, 285.9, 0, 0, 917.0
30, 20, 285.9, 0, 0, 915.6
30, 19, 285.9, 0, 0, 914.2
30, 18, 285.9, 0, 0, 912.8
30, 17, 285.9, 0, 0, 911.4
31, 16, 285.9, 0, 0, 910.0
31, 15, 285.9, 0, 0, 908.6
31, 14, 285.9, 0, 0, 907.2
32, 13, 285.9, 0, 0, 905.8
32, 12, 285.9, 0, 1, 904.4
32, 12, 285.9, 0, 0, 903.9
33, 12, 0.0, 0, 0, 902.8
33, 13, 90.0, 0, 0, 901.3
32, 13, 180.0, 0, 0, 899.8
32, 12, 270.0, 0, 0, 898.3
33, 12, 0.0, 0, 0, 896.8
33, 13, 90.0, 0, 0, 895.3
33, 14, 90.0, 0, 0, 893.9
32, 14, 180.0, 0, 0, 892.4
31, 14, 180.0, 0, 0, 891.0
31, 13, 270.0, 0, 0, 889.5
31, 12, 270.0, 0, 0, 888.1
32, 12, 0.0, 0, 0, 886.6
33, 12, 0.0, 0, 0, 885.2
33, 13, 90.0, 0, 0, 883.7
33, 14, 90.0, 0, 0, 882.3
32, 14, 180.0, 0, 0, 880.8
31, 14, 180.0, 0, 0, 879.4
30, 14, 180.0, 0, 0, 878.0
30, 13, 270.0, 0, 0, 876.5
30, 12, 270.0, 0, 0, 875.1
30, 11, 270.0, 0, 5, 873.7
30, 11, 0.0, 0, 4, 873.1
30, 11, 0.0, 0, 3, 872.6
30, 11, 0.0, 0, 2, 872.1
30, 11, 0.0, 0, 1, 871.6
30, 11, 0.0, 0, 0, 871.1
31, 11, 0.0, 0, 0, 869.7
32, 11, 0.0, 0, 0, 868.3
33, 11, 0.0, 0, 0, 866.9
33, 12, 90.0, 0, 0, 865.4
33, 13, 90.0, 0, 0, 864.0
33, 14, 90.0, 0, 0, 862.6
32, 14, 180.0, 0, 0, 861.1
31, 14, 180.0, 0, 0, 859.7
30, 14, 180.0, 0, 0, 858.3
30, 13, 270.0, 0, 0, 856.8
30, 12, 270.0, 0, 0, 855.4
30, 11, 270.0, 0, 0, 854.0
30, 10, 270.0, 0, 0, 852.6
31, 10, 0.0, 0, 0, 851.1
32, 10, 0.0, 0, 0, 849.7
33, 10, 0.0, 0, 0, 848.3
34, 10, 0.0, 0, 0, 846.9
34, 11, 90.0, 0, 0, 845.4
34, 12, 90.0, 0, 0, 844.0
34, 13, 90.0, 0, 0, 842.6
34, 14, 90.0, 0, 0, 841.2
33, 14, 180.0, 0, 0, 839.7
32, 14, 180.0, 0, 0, 838.3
31, 14, 180.0, 0, 0, 836.9
30, 14, 180.0, 0, 0, 835.5
30, 13, 270.0, 0, 0, 834.0
30, 12, 270.0, 0, 0, 832.6
30, 11, 270.0, 0, 0, 831.2
30, 10, 270.0, 0, 0, 829.8
29, 9, 228.6, 0, 0, 828.2
28, 8, 228.6, 0, 0, 826.8
28, 8, 228.6, 0, 0, 825.4
27, 7, 228.6, 0, 0, 824.0
26, 6, 228.6, 0, 0, 822.6
26, 5, 228.6, 0, 0, 821.2
25, 5, 228.6, 0, 0, 819.8
25, 4, 228.6, 0, 0, 818.4
24, 3, 228.6, 0, 0, 817.0
23, 2, 228.6, 0, 0, 815.6
23, 2, 228.6, 0, 0, 814.2
22, 1, 228.6, 0, 0, 812.8
22, 1, 228.6, 1, 0, 811.5
22, 1, 87.1, 0, 0, 810.0
22, 2, 87.1, 0, 0, 808.6
22, 3, 87.1, 0, 0, 807.2
22, 4, 87.1, 0, 0, 805.8
22, 5, 87.1, 0, 0, 804.4
22, 6, 87.1, 0, 5, 803.0
22, 6, 87.1, 0, 4, 802.5
22, 6, 87.1, 0, 3, 802.0
22, 6, 87.1, 0, 2, 801.5
22, 6, 87.1, 0, 1, 801.0
22, 6, 87.1, 0, 0, 800.5
23, 6, 0.0, 0, 0, 799.4
23, 7, 90.0, 0, 0, 797.9
22, 7, 180.0, 0, 0, 796.4
22, 6, 270.0, 0, 0, 794.9
23, 6, 0.0, 0, 0, 793.4
23, 7, 90.0, 0, 0, 791.9
23, 8, 90.0, 0, 0, 790.5
22, 8, 180.0, 0, 0, 789.0
21, 8, 180.0, 0, 0, 787.6
21, 7, 270.0, 0, 0, 786.1
21, 6, 270.0, 0, 0, 784.7
22, 6, 0.0, 0, 0, 783.2
23, 6, 0.0, 0, 0, 781.8
23, 7, 90.0, 0, 0, 780.3
23, 8, 90.0, 0, 0, 778.9
22, 8, 180.0, 0, 0, 777.4
21, 8, 180.0, 0, 0, 776.0
20, 8, 180.0, 0, 0, 774.6
20, 7, 270.0, 0, 0, 773.1
20, 6, 270.0, 0, 4, 771.7
20, 6, 270.0, 0, 3, 771.2
20, 6, 270.0, 0, 2, 770.7
20, 6, 270.0, 0, 1, 770.2
20, 6, 270.0, 0, 0, 769.7
20, 5, 270.0, 0, 0, 768.3
21, 5, 0.0, 0, 0, 766.8
22, 5, 0.0, 0, 0, 765.4
23, 5, 0.0, 0, 0, 764.0
23, 6, 90.0, 0, 0, 762.5
23, 7, 90.0, 0, 0, 761.1
23, 8, 90.0, 0, 0, 759.7
22, 8, 180.0, 0, 0, 758.2
21, 8, 180.0, 0, 0, 756.8
20, 8, 180.0, 0, 0, 755.4
20, 7, 270.0, 0, 0, 753.9
20, 6, 270.0, 0, 0, 752.5
20, 5, 270.0, 0, 0, 751.1
20, 4, 270.0, 0, 0, 749.7
21, 4, 0.0, 0, 0, 748.2
22, 4, 0.0, 0, 0, 746.8
23, 4, 0.0, 0, 0, 745.4
24, 4, 0.0, 0, 0, 744.0
24, 5, 90.0, 0, 0, 742.5
24, 6, 90.0, 0, 0, 741.1
24, 7, 90.0, 0, 0, 739.7
24, 8, 90.0, 0, 0, 738.3
23, 8, 180.0, 0, 0, 736.8
22, 8, 180.0, 0, 0, 735.4
21, 8, 180.0, 0, 0, 734.0
20, 8, 180.0, 0, 0, 732.6
20, 7, 270.0, 0, 0, 731.1
20, 6, 270.0, 0, 0, 729.7
20, 5, 270.0, 0, 0, 728.3
20, 4, 270.0, 0, 0, 726.9
20, 4, 289.8, 0, 0, 725.3
20, 3, 289.8, 0, 0, 723.9
21, 2, 289.8, 0, 0, 722.5
21, 1, 289.8, 0, 0, 721.1
21, 1, 289.8, 1, 0, 720.5
20, 1, 94.8, 0, 0, 719.0
20, 2, 94.8, 0, 0, 717.6
20, 3, 94.8, 0, 0, 716.2
20, 4, 94.8, 0, 0, 714.8
20, 5, 94.8, 0, 0, 713.4
20, 6, 94.8, 0, 0, 712.0
20, 7, 94.8, 0, 0, 710.6
20, 8, 94.8, 0, 0, 709.2
20, 9, 94.8, 0, 3, 707.8
20, 9, 94.8, 0, 2, 707.3
20, 9, 94.8, 0, 1, 706.8
20, 9, 94.8, 0, 0, 706.3
21, 9, 0.0, 0, 0, 705.2
21, 10, 90.0, 0, 0, 703.7
20, 10, 180.0, 0, 0, 702.2
20, 9, 270.0, 0, 0, 700.7
21, 9, 0.0, 0, 0, 699.2
21, 10, 90.0, 0, 0, 697.7
21, 11, 90.0, 0, 4, 696.3
21, 11, 180.0, 0, 3, 695.7
21, 11, 180.0, 0, 2, 695.2
21, 11, 180.0, 0, 1, 694.7
21, 11, 180.0, 0, 0, 694.2
20, 11, 180.0, 0, 0, 692.8
19, 11, 180.0, 0, 5, 691.4
19, 11, 270.0, 0, 4, 690.8
19, 11, 270.0, 0, 3, 690.3
19, 11, 270.0, 0, 2, 689.8
19, 11, 270.0, 0, 1, 689.3
19, 11, 270.0, 0, 0, 688.8
19, 10, 270.0, 0, 0, 687.4
19, 9, 270.0, 0, 0, 686.0
20, 9, 0.0, 0, 0, 684.5
21, 9, 0.0, 0, 0, 683.1
21, 10, 90.0, 0, 0, 681.6
21, 11, 90.0, 0, 0, 680.2
20, 11, 180.0, 0, 0, 678.7
19, 11, 180.0, 0, 0, 677.3
18, 11, 180.0, 0, 0, 675.9
18, 10, 270.0, 0, 0, 674.4
18, 9, 270.0, 0, 0, 673.0
18, 8, 270.0, 0, 0, 671.6
19, 8, 0.0, 0, 0, 670.1
20, 8, 0.0, 0, 0, 668.7
21, 8, 0.0, 0, 0, 667.3
21, 9, 90.0, 0, 0, 665.8
21, 10, 90.0, 0, 0, 664.4
21, 11, 90.0, 0, 0, 663.0
20, 11, 180.0, 0, 0, 661.5
19, 11, 180.0, 0, 0, 660.1
18, 11, 180.0, 0, 0, 658.7
18, 10, 270.0, 0, 0, 657.2
18, 9, 270.0, 0, 0, 655.8
18, 8, 270.0, 0, 0, 654.4
18, 7, 270.0, 0, 0, 653.0
19, 7, 0.0, 0, 5, 651.5
19, 7, 0.0, 0, 4, 651.0
19, 7, 0.0, 0, 3, 650.5
19, 7, 0.0, 0, 2, 650.0
19, 7, 0.0, 0, 1, 649.5
19, 7, 0.0, 0, 0, 649.0
20, 7, 0.0, 0, 0, 647.6
21, 7, 0.0, 0, 0, 646.2
22, 7, 0.0, 0, 0, 644.8
22, 8, 90.0, 0, 0, 643.3
22, 9, 90.0, 0, 0, 641.9
22, 10, 90.0, 0, 0, 640.5
22, 11, 90.0, 0, 0, 639.1
21, 11, 180.0, 0, 0, 637.6
20, 11, 180.0, 0, 0, 636.2
19, 11, 180.0, 0, 0, 634.8
18, 11, 180.0, 0, 0, 633.4
18, 10, 270.0, 0, 0, 631.9
18, 9, 270.0, 0, 0, 630.5
18, 8, 270.0, 0, 0, 629.1
18, 7, 270.0, 0, 0, 627.7
17, 7, 232.2, 0, 0, 626.1
17, 6, 232.2, 0, 0, 624.7
16, 5, 232.2, 0, 0, 623.3
15, 4, 232.2, 0, 5, 621.9
15, 4, 232.2, 0, 4, 621.4
15, 4, 232.2, 0, 3, 620.9
15, 4, 232.2, 0, 2, 620.4
15, 4, 232.2, 0, 1, 619.9
15, 4, 232.2, 0, 0, 619.4
16, 4, 0.0, 0, 0, 618.3
16, 5, 90.0, 0, 0, 616.8
15, 5, 180.0, 0, 0, 615.3
15, 4, 270.0, 0, 0, 613.8
16, 4, 0.0, 0, 0, 612.3
16, 5, 90.0, 0, 0, 610.8
16, 6, 90.0, 0, 0, 609.4
15, 6, 180.0, 0, 0, 607.9
14, 6, 180.0, 0, 0, 606.5
14, 5, 270.0, 0, 0, 605.0
14, 4, 270.0, 0, 0, 603.6
15, 4, 0.0, 0, 0, 602.1
16, 4, 0.0, 0, 0, 600.7
16, 5, 90.0, 0, 0, 599.2
16, 6, 90.0, 0, 0, 597.8
15, 6, 180.0, 0, 0, 596.3
14, 6, 180.0, 0, 0, 594.9
13, 6, 180.0, 0, 0, 593.5
13, 5, 270.0, 0, 0, 592.0
13, 4, 270.0, 0, 0, 590.6
13, 3, 270.0, 0, 0, 589.2
14, 3, 0.0, 0, 0, 587.7
15, 3, 0.0, 0, 0, 586.3
16, 3, 0.0, 0, 0, 584.9
16, 4, 90.0, 0, 0, 583.4
16, 5, 90.0, 0, 0, 582.0
16, 6, 90.0, 0, 0, 580.6
15, 6, 180.0, 0, 0, 579.1
14, 6, 180.0, 0, 0, 577.7
13, 6, 180.0, 0, 0, 576.3
13, 5, 270.0, 0, 0, 574.8
13, 4, 270.0, 0, 0, 573.4
13, 3, 270.0, 0, 0, 572.0
13, 2, 270.0, 0, 0, 570.6
14, 2, 0.0, 0, 0, 569.1
15, 2, 0.0, 0, 0, 567.7
16, 2, 0.0, 0, 0, 566.3
17, 2, 0.0, 0, 0, 564.9
17, 3, 90.0, 0, 0, 563.4
17, 4, 90.0, 0, 0, 562.0
17, 5, 90.0, 0, 0, 560.6
17, 6, 90.0, 0, 0, 559.2
16, 6, 180.0, 0, 0, 557.7
15, 6, 180.0, 0, 0, 556.3
14, 6, 180.0, 0, 0, 554.9
13, 6, 180.0, 0, 0, 553.5
13, 5, 270.0, 0, 0, 552.0
13, 4, 270.0, 0, 0, 550.6
13, 3, 270.0, 0, 0, 549.2
13, 2, 270.0, 0, 0, 547.8
13, 1, 265.5, 0, 4, 546.2
13, 1, 265.5, 0, 3, 545.7
13, 1, 265.5, 0, 2, 545.2
13, 1, 265.5, 0, 1, 544.7
13, 1, 265.5, 0, 0, 544.2
14, 1, 0.0, 0, 0, 543.1
14, 2, 90.0, 0, 0, 541.6
13, 2, 180.0, 0, 0, 540.1
13, 1, 270.0, 0, 0, 538.6
14, 1, 0.0, 0, 0, 537.1
14, 2, 90.0, 0, 0, 535.6
14, 3, 90.0, 0, 0, 534.2
13, 3, 180.0, 0, 0, 532.7
12, 3, 180.0, 0, 0, 531.3
12, 2, 270.0, 0, 0, 529.8
12, 1, 270.0, 0, 2, 528.4
12, 1, 0.0, 0, 1, 527.8
12, 1, 0.0, 0, 0, 527.3
13, 1, 0.0, 0, 0, 525.9
14, 1, 0.0, 0, 0, 524.5
14, 2, 90.0, 0, 0, 523.0
14, 3, 90.0, 0, 0, 521.6
13, 3, 180.0, 0, 0, 520.1
12, 3, 180.0, 0, 0, 518.7
11, 3, 180.0, 0, 0, 517.3
11, 2, 270.0, 0, 0, 515.8
11, 1, 270.0, 0, 0, 514.4
11, 1, 270.0, 1, 0, 513.5
12, 1, 0.0, 0, 0, 512.0
13, 1, 0.0, 0, 0, 510.6
14, 1, 0.0, 0, 0, 509.2
13, 2, 90.0, 0, 0, 507.7
13, 3, 90.0, 0, 0, 506.3
13, 4, 90.0, 0, 0, 504.9
12, 4, 180.0, 0, 0, 503.4
11, 4, 180.0, 0, 0, 502.0
10, 3, 180.0, 0, 0, 500.6
10, 2, 270.0, 0, 0, 499.1
11, 1, 270.0, 0, 0, 497.7
11, 1, 270.0, 1, 0, 496.5
11, 1, 270.0, 1, 0, 495.5
12, 1, 0.0, 0, 0, 494.0
13, 1, 0.0, 0, 0, 492.6
14, 1, 0.0, 0, 0, 491.2
15, 1, 0.0, 0, 0, 489.8
14, 2, 90.0, 0, 0, 488.3
14, 3, 90.0, 0, 0, 486.9
14, 4, 90.0, 0, 0, 485.5
14, 5, 90.0, 0, 0, 484.1
13, 5, 180.0, 0, 0, 482.6
12, 5, 180.0, 0, 0, 481.2
11, 5, 180.0, 0, 5, 479.8
11, 5, 180.0, 0, 4, 479.3
11, 5, 180.0, 0, 3, 478.8
11, 5, 180.0, 0, 2, 478.3
11, 5, 180.0, 0, 1, 477.8
11, 5, 180.0, 0, 0, 477.3
10, 4, 180.0, 0, 0, 475.9
10, 3, 270.0, 0, 0, 474.4
10, 2, 270.0, 0, 0, 473.0
10, 1, 270.0, 0, 0, 471.6
10, 1, 270.0, 1, 0, 470.5
10, 1, 197.5, 1, 0, 469.5
10, 1, 59.9, 0, 0, 468.0
11, 2, 59.9, 0, 0, 466.6
11, 3, 59.9, 0, 0, 465.2
12, 4, 59.9, 0, 0, 463.8
12, 5, 59.9, 0, 0, 462.4
13, 6, 59.9, 0, 0, 461.0
13, 7, 59.9, 0, 0, 459.6
14, 7, 59.9, 0, 0, 458.2
14, 8, 59.9, 0, 0, 456.8
15, 9, 59.9, 0, 0, 455.4
15, 10, 59.9, 0, 0, 454.0
16, 11, 59.9, 0, 0, 452.6
16, 12, 59.9, 0, 0, 451.2
17, 13, 59.9, 0, 0, 449.8
17, 13, 59.9, 0, 0, 448.4
18, 14, 59.9, 0, 0, 447.0
18, 15, 59.9, 0, 0, 445.6
18, 15, 59.9, 1, 0, 444.5
17, 15, 102.2, 0, 0, 443.0
17, 16, 102.2, 0, 0, 441.6
17, 17, 102.2, 0, 0, 440.2
17, 18, 102.2, 0, 0, 438.8
16, 19, 102.2, 0, 0, 437.4
16, 20, 102.2, 0, 0, 436.0
16, 21, 102.2, 0, 0, 434.6
16, 22, 102.2, 0, 0, 433.2
16, 23, 102.2, 0, 0, 431.8
15, 24, 102.2, 0, 0, 430.4
15, 25, 102.2, 0, 0, 429.0
15, 26, 102.2, 0, 0, 427.6
15, 27, 102.2, 0, 0, 426.2
15, 28, 102.2, 0, 0, 424.8
15, 28, 102.2, 1, 0, 423.5
15, 27, 307.7, 0, 0, 422.0
16, 26, 307.7, 0, 0, 420.6
16, 25, 307.7, 0, 0, 419.2
17, 24, 307.7, 0, 0, 417.8
18, 24, 307.7, 0, 0, 416.4
18, 23, 307.7, 0, 0, 415.0
18, 23, 307.7, 1, 0, 414.5
17, 23, 101.8, 0, 0, 413.0
17, 24, 101.8, 0, 0, 411.6
17, 25, 101.8, 0, 0, 410.2
17, 26, 101.8, 0, 0, 408.8
16, 27, 101.8, 0, 0, 407.4
16, 28, 101.8, 0, 0, 406.0
16, 28, 101.8, 1, 0, 405.5
16, 27, 282.7, 0, 0, 404.0
16, 26, 282.7, 0, 0, 402.6
16, 25, 282.7, 0, 0, 401.2
16, 24, 282.7, 0, 0, 399.8
17, 23, 282.7, 0, 0, 398.4
17, 22, 282.7, 0, 0, 397.0
17, 21, 282.7, 0, 0, 395.6
17, 20, 282.7, 0, 0, 394.2
17, 19, 282.7, 0, 0, 392.8
18, 18, 282.7, 0, 0, 391.4
18, 17, 282.7, 0, 3, 390.0
18, 17, 282.7, 0, 2, 389.5
18, 17, 282.7, 0, 1, 389.0
18, 17, 282.7, 0, 0, 388.5
18, 17, 0.0, 1, 0, 387.5
18, 18, 90.0, 0, 0, 386.0
17, 18, 180.0, 0, 0, 384.5
17, 17, 270.0, 0, 0, 383.0
18, 17, 0.0, 0, 0, 381.5
18, 18, 90.0, 0, 0, 380.0
18, 19, 90.0, 0, 0, 378.6
17, 19, 180.0, 0, 0, 377.1
16, 19, 180.0, 0, 0, 375.7
16, 18, 270.0, 0, 0, 374.2
16, 17, 270.0, 0, 0, 372.8
17, 17, 0.0, 0, 0, 371.3
18, 17, 0.0, 0, 0, 369.9
18, 18, 90.0, 0, 0, 368.4
18, 19, 90.0, 0, 0, 367.0
17, 19, 180.0, 0, 0, 365.5
16, 19, 180.0, 0, 0, 364.1
15, 19, 180.0, 0, 0, 362.7
15, 18, 270.0, 0, 0, 361.2
15, 17, 270.0, 0, 0, 359.8
15, 16, 270.0, 0, 0, 358.4
16, 16, 0.0, 0, 0, 356.9
17, 16, 0.0, 0, 0, 355.5
18, 16, 0.0, 0, 0, 354.1
18, 17, 90.0, 0, 0, 352.6
18, 18, 90.0, 0, 0, 351.2
17, 19, 90.0, 0, 0, 349.8
16, 19, 180.0, 0, 0, 348.3
15, 19, 180.0, 0, 0, 346.9
14, 19, 180.0, 0, 0, 345.5
15, 18, 270.0, 0, 0, 344.0
15, 17, 270.0, 0, 0, 342.6
15, 16, 270.0, 0, 0, 341.2
15, 15, 270.0, 0, 0, 339.8
16, 15, 0.0, 0, 0, 338.3
17, 15, 0.0, 0, 0, 336.9
18, 15, 0.0, 0, 0, 335.5
18, 15, 0.0, 1, 0, 334.5
17, 16, 90.0, 0, 0, 333.0
17, 17, 90.0, 0, 0, 331.6
17, 18, 90.0, 0, 0, 330.2
17, 19, 90.0, 0, 0, 328.8
16, 18, 180.0, 0, 0, 327.3
15, 18, 180.0, 0, 0, 325.9
14, 18, 180.0, 0, 0, 324.5
13, 18, 180.0, 0, 0, 323.1
13, 17, 270.0, 0, 0, 321.6
13, 16, 270.0, 0, 0, 320.2
13, 15, 270.0, 0, 0, 318.8
14, 14, 270.0, 0, 0, 317.4
13, 14, 226.5, 0, 0, 315.8
12, 13, 226.5, 0, 0, 314.4
11, 12, 226.5, 0, 0, 313.0
11, 12, 226.5, 0, 0, 311.6
10, 11, 226.5, 0, 0, 310.2
9, 10, 226.5, 0, 0, 308.8
9, 9, 226.5, 0, 0, 307.4
8, 9, 226.5, 0, 0, 306.0
7, 8, 226.5, 0, 0, 304.6
7, 7, 226.5, 0, 0, 303.2
6, 7, 226.5, 0, 0, 301.8
5, 6, 226.5, 0, 0, 300.4
5, 5, 226.5, 0, 0, 299.0
5, 6, 90.0, 0, 0, 297.5
5, 7, 45.0, 0, 4, 296.0
5, 7, 45.0, 0, 3, 295.5
5, 7, 45.0, 0, 2, 295.0
5, 7, 45.0, 0, 1, 294.5
5, 7, 45.0, 0, 0, 294.0
6, 7, 0.0, 0, 0, 292.9
7, 7, 45.0, 0, 0, 291.4
7, 8, 63.4, 0, 0, 289.9
8, 9, 26.6, 0, 0, 288.4
9, 10, 45.0, 0, 0, 286.9
10, 10, 45.0, 0, 0, 285.4
10, 11, 63.4, 0, 0, 283.9
11, 12, 45.0, 0, 0, 282.4
12, 13, 45.0, 0, 0, 280.9
12, 13, 45.0, 0, 0, 279.4
13, 14, 26.6, 0, 0, 277.9
14, 14, 38.7, 0, 0, 276.4
14, 15, 59.0, 0, 0, 274.9
15, 16, 59.0, 0, 0, 273.4
15, 17, 68.2, 0, 0, 271.9
16, 18, 68.2, 0, 0, 270.4
16, 19, 78.7, 0, 0, 268.9
17, 19, 0.0, 0, 0, 267.8
17, 18, -90.0, 0, 0, 266.3
17, 17, -90.0, 0, 0, 264.8
17, 16, -90.0, 0, 0, 263.3
17, 15, -90.0, 0, 0, 261.8
18, 15, 0.0, 0, 0, 260.7
18, 15, 0.0, 1, 0, 259.5
18, 14, -90.0, 0, 0, 258.0
17, 13, -135.0, 0, 0, 256.5
18, 13, 0.0, 0, 0, 255.4
17, 12, -153.4, 0, 0, 253.9
16, 12, -135.0, 0, 0, 252.4
16, 11, -116.6, 0, 0, 250.9
15, 10, -116.6, 0, 0, 249.4
15, 9, -116.6, 0, 0, 247.9
14, 8, -116.6, 0, 0, 246.4
14, 7, -135.0, 0, 0, 244.9
13, 7, -135.0, 0, 0, 243.4
13, 6, -116.6, 0, 0, 241.9
12, 5, -116.6, 0, 0, 240.4
12, 4, -116.6, 0, 0, 238.9
11, 3, -116.6, 0, 0, 237.4
11, 2, -116.6, 0, 0, 235.9
10, 1, -135.0, 0, 0, 234.4
11, 1, 0.0, 0, 0, 233.3
12, 2, 26.6, 0, 0, 231.8
13, 3, 36.9, 0, 0, 230.3
14, 3, 36.9, 0, 0, 228.8
14, 4, 53.1, 0, 0, 227.3
15, 5, 36.9, 0, 0, 225.8
16, 5, 31.0, 0, 0, 224.3
17, 5, 26.6, 0, 0, 222.8
18, 6, 18.4, 0, 0, 221.3
19, 5, -26.6, 0, 0, 219.8
19, 5, -45.0, 0, 0, 218.3
20, 4, -63.4, 0, 0, 216.8
21, 4, 0.0, 0, 0, 215.7
21, 4, 45.0, 0, 0, 214.2
22, 4, 0.0, 0, 0, 213.1
22, 3, -90.0, 0, 0, 211.6
22, 2, -90.0, 0, 0, 210.1
22, 1, -90.0, 0, 0, 208.6
23, 1, 0.0, 0, 0, 207.5
23, 2, 90.0, 0, 0, 206.0
24, 2, 0.0, 0, 0, 204.9
24, 3, 90.0, 0, 0, 203.4
25, 4, 45.0, 0, 0, 201.9
25, 5, 90.0, 0, 0, 200.4
26, 5, 0.0, 0, 0, 199.3
26, 6, 90.0, 0, 0, 197.8
27, 7, 45.0, 0, 0, 196.3
28, 8, 45.0, 0, 0, 194.8
29, 8, 0.0, 0, 0, 193.7
29, 9, 90.0, 0, 0, 192.2
29, 9, 45.0, 0, 0, 190.7
30, 10, 53.1, 0, 0, 189.2
30, 11, 76.0, 0, 0, 187.7
30, 12, 76.0, 0, 0, 186.2
31, 13, 76.0, 0, 0, 184.7
30, 14, 104.0, 0, 0, 183.2
30, 15, 90.0, 0, 0, 181.7
30, 16, 90.0, 0, 0, 180.2
30, 17, 90.0, 0, 0, 178.7
30, 18, 104.0, 0, 0, 177.2
30, 19, 104.0, 0, 0, 175.7
30, 20, 104.0, 0, 0, 174.2
